text,sentiment
Lots of the better areas are expensive and definitely LOCATION1,0
Off course LOCATION1 is most safest place of Central London,1
"Oh LOCATION1 for me without a doubt, Ive always said I would love to live there",1
"The LOCATION1LOCATION2 area is very expensive, probably the most expensive in London",0
The Nobility live in townhouses in LOCATION1,0
The area South of LOCATION1 is also good,1
"The area around LOCATION1 and LOCATION2 stations is very nice, leafy and green, and affordable",1
The cheapest area of London is LOCATION1 (DA18),1
Theres one place you must visit here in London - LOCATION1 and its markets,1
Think most of the marketing agencies of London are located in and around LOCATION1 - its also where most of the advertising companies locate to as well,0
Try LOCATION1 or nearby,1
"Try LOCATION1, it has great transport connections and has had a lot of development in the last few years west London",1
Try searching in LOCATION1 or LOCATION2,1
You may want to consider LOCATION1,1
You will not find anywhere near London much cheaper than LOCATION1,1
area around LOCATION1 in very multi-cultural and it is a very busy area,0
"depends how much money you have to spend but avoid most of the LOCATION1,bad transport and alot trouble",0
i come from same area as david and have to agree if going to live in suburbia then LOCATION1 area is good but EXPENSIVE,0
"i live in LOCATION1 which is in north west extended London, it is great because its not to busy and its not to expensive ether",1
"just dont live in LOCATION1, youll regret it",0
just go to LOCATION1 and youll be in the centre of London,1
really nice area is LOCATION2 or LOCATION1,1
try somewhere round LOCATION1,1
(LOCATION1LOCATION2) is a very up and coming popular place for artists and musicians while also having lots of great curry houses and Asian food shops,1
"(try LOCATION1, if you havent already seen it",1
", LOCATION2 and LOCATION1 might be good for you",1
Areas like LOCATION1 and LOCATION2 are still regarded as pleasant and safe but are a little less expensive as they are slightly further out from the centre of town,0
"Areas such as LOCATION1 and LOCATION2 are near the MI and either tube lines and are very nice areas, semi-rural in parts",1
"As long as you can afford to live in LOCATION1, its way nicer (:",0
Avoid LOCATION1 - its super pricey,0
Avoid LOCATION1 - nice place to go out but its a bit rough (highest assault rate in London),0
"Crossrail mainline link between LOCATION1, central London and north Kent",1
"For the most part, LOCATION1 is a nice area",1
"Getting to the London from LOCATION1 is easy , buses go every few minutes",1
Hmm LOCATION1 and LOCATION2 are improving areas,1
However youre unlikely to find anything decent and cheap in LOCATION1,0
I Live in LOCATION1 which is close to the center of town and is very nice in my opinion,1
I also like LOCATION1 and LOCATION2 for going out,1
"I cant understand the thumbs down for LOCATION1, that area is having lots of money thrown at it right now",1
"I currently live in a very street, depressing, hood area of LOCATION1",0
I do love LOCATION1 but unfortunately due to the increase in rent I will moving further out,0
I dont know LOCATION2 but LOCATION1 is one of the nicest areas of London,1
I feel safer in LOCATION1 than I do in LOCATION2,1
I feel that the LOCATION1 area is pretty safe I have lived in E9 LOCATION2 and loved it,1
I got my flat broken into in LOCATION1 but never in LOCATION2 area,0
I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,0
I have lived in LOCATION1 for 25 years and its now one the most safest places to live,1
I have personally had no major problems while in LOCATION1,1
I just know that I definitely dont want to live in LOCATION1 as its the most dangerous,0
"I know LOCATION1 well, Im afraid I wouldnt choose to live there either",0
I live in LOCATION1 and cant even walk across the road to the shop without feeling overly warey,0
I live in LOCATION1 but Ive been here seven years and never had a minutes trouble,1
I live in LOCATION1 which is quite boring,0
I live in LOCATION2 and I love it LOCATION1 just stay away from LOCATION1 lol,0
I live in LOCATION2 but Id rather live in LOCATION1,1
I must say LOCATION1 is one of my favorite places and id love to live there,1
I prefer to live in an area where there are more English people (like where I live now in LOCATION2) or where there are a variety of different cultures (like LOCATION1),0
I recommend LOCATION1 or perhaps LOCATION2,1
I spent a semester abroad in LOCATION1 right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live,0
I sure as hell wouldnt wanna be stuck in a shithole like bloody LOCATION1,0
"I think LOCATION2 gets a raw deal because its close to some dodgy areas like LOCATION1, but actually its alright, a bit of a hidden gem in fact",0
"I think LOCATION2 is a pretty good place to live and youre unlikely to have any problems Im living in LOCATION1, yeah its a safe area,",1
I think the farthest out in essex to be close to London would be LOCATION1,1
I used to live in a rented appartment in LOCATION1 during my rocking days and links into the centre are fast and frequent by tube underground railway,1
"I will recommend to you areas like LOCATION1, LOCATION2, they have a high Asian population and it is fairly affordable to live there",1
"I would hardly call LOCATION1 or LOCATION2 rough Well, in all honestly there are rough parts in every area in London",1
I would never want to live somewhere like LOCATION1 or anywhere in LOCATION2 as I would never get any sleep,0
I would pick LOCATION1 as it is the furthest in the center giving you so much things to do,1
I would really recommend LOCATION1,1
I would say LOCATION1 but it may exceed your budget by a little but it is worth the move,0
"I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet Dont waste your money",1
I would stay away from LOCATION1 and LOCATION2 areas as many parts are very run down and deprived,0
I would strongly recommend flats in the LOCATION1 as this area is growing quickly and many of the flats are newly built meaning the design will be quite modern as well,1
"I would suggest SE London, somewhere like LOCATION1 or LOCATION2 but its been years Ive lived in London",1
I would suggest looking at the area around LOCATION2 or LOCATION1,1
Id recommend LOCATION1 and you could easily connect onto the piccadilly line no problem and its cheaper than most areas in London,1
Id recommend LOCATION2 or LOCATION1,1
Ive been LOCATION1 a few times and Ive never been bothered,1
Ive been to LOCATION1 and LOCATION2 which are bleak and unfriendly places in daylight,0
Ive lived in the LOCATION1 for years and I love it - I wouldnt want to live anywhere else,1
"Ive never been to LOCATION1 - due to its reputation, mostly",0
Ive spent a lot of time in LOCATION1 and can confirm its generally quite a deprived area and certainly not that safe after dark,0
If you have alot of money ie rich you can live in nice LOCATION1 posh,0
If you have alot of money ie rich you can live in nice LOCATION1 posh London,0
"It ranges from exclusive and very expensive around LOCATION2, to down market and more affordable in places like LOCATION1",0
"Keep well clear, LOCATION1s the pits Its fine",0
LOCATION1 by the way is not a hot bed of crime,1
LOCATION1 has a good market and vibrant afrocaribbean community,1
LOCATION1 has a reputation of being dangerous,0
LOCATION1 has become a very popular area in London and is quite expensive,0
"LOCATION1 has connections to Gatwick and Luton Airports, and lots of cool places that you might want to visit like Brighton",1
LOCATION1 has good restaurants and bars,1
LOCATION1 has plenty of food places,1
LOCATION1 has the Empire (good venue for live music) and good bars,1
LOCATION1 is a nice area but probably a bit far away,0
LOCATION1 is a pretty desirable area you will see what I mean,1
LOCATION1 is a very prosperous suburb,1
LOCATION1 is certainly safer than it was even a couple of years ago,1
LOCATION1 is good for shopping,1
LOCATION1 is not a crime hotspot probably just drunks,1
LOCATION1 is quite a green area of London,1
LOCATION1 is so nice,1
LOCATION1 (commuter hub to the London),1
LOCATION1 (where I grew up) is an okay place to live as its got a large portugese community,1
"LOCATION1 , LOCATION2 are all places with low crime",1
"LOCATION1 - fantastic shopping centre, Arts Centre and Clubs - and it is only a 25 minute bus ride away",1
"LOCATION1 Yawn - over hyped, down trodden area - crime is high",0
"LOCATION1 Good area, generally",1
"LOCATION1 LOCATION2, both shite holes",0
LOCATION1 London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init,1
LOCATION1 a sort of average London suburb; very racially mixed; therefore has excellent ethnic restaurants; there is a shopping centre with the usual stores,1
LOCATION1 according to the Met has one of the highest crime rates,0
LOCATION1 ai nt too bad either,1
LOCATION1 and LOCATION2 are also good areas for cheaper flats,1
"LOCATION1 and LOCATION2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course",0
"LOCATION1 and LOCATION2 are both okay , again , affordable and good transport",1
LOCATION1 and LOCATION2 are is full of more pretentious hipsters than chavs,0
"LOCATION1 can be a nice area - near the cemetery is good, but maybe too expensive for you",0
LOCATION1 has a large Asian community but is not sticking out further for its crime rates,1
LOCATION1 has a lot of trendy clubs but you will have to pay around 10-15 for a drink,0
"LOCATION1 has some wicked parties there , really like it but I dont stay there",1
LOCATION1 in Kent is a lovely ancient market town with a good fast rail service to LOCATION2,1
LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,1
LOCATION1 in London is a good place to go to hear blues music and Ronnie Scotts in LOCATION2 is a Jazz institution,1
LOCATION1 in Northern London is nice and LOCATION2 is nice in the South,1
"LOCATION1 in the east end is a very vibrant area for young hipster types , artists , musicians and people who love food - specifically Indian curry",1
"LOCATION1 is a big flea market, with a street of great indian curry houses",1
"LOCATION1 is a good place to live, convenients, safe, lots of pubsbarscafes and restaurants, shops",1
"LOCATION1 is a lovely place to live , but it would be a bit of a trek into London the journey time on the underground ( Northern line ) is about 40 minute",0
"LOCATION1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area",1
"LOCATION1 is a pretty rough area, with lots of council estates, it is quite a way out from the centre, about 10 miles, and has poor public transport",0
"LOCATION1 is a really nice area with good restaurants etc and again with good transport links (Jubilee line, Silverlink trains and Thameslink trains)",1
"LOCATION1 is a shitt hole , LOCATION2 is ok but a bit out of the way",0
LOCATION1 is above average for crime,0
LOCATION1 is affardoble and next to central London,1
LOCATION1 is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so youll be safe enough,0
LOCATION1 is fine,1
"LOCATION1 is gorg, i would love to live there",1
"LOCATION1 is gorgeous and has the blend of uber rich and middle class , v",0
"LOCATION1 is great, because its mainly little boutiques that sells goods you wont find anywhere else and theres a huge markets",1
"LOCATION1 is horrible yes it is in fact i was there last weekend I work in the LOCATION1 area , and within the last three weeks the owner of the sandwich shop directly opposite was murdered by a drug crazed ex-employee , and just yesterday , a man was shot dead INSIDE SE-One nightclub",0
LOCATION1 is in my opinion is alot nicer than LOCATION1,1
LOCATION1 is middle class outer suburbs there s some problems in the area with aimless bored youths,0
LOCATION1 is more upmarket than the residential area to the west towards and surrounding the High Rd,1
LOCATION1 is nice for food and shopping but good luck finding anywhere decent in your price range,0
"LOCATION1 is nice, with cinemas, shops and stuff",1
LOCATION1 is ok but aint that expensive well I dunno if your rich or not,1
LOCATION1 is on the Metropolitan Line of the Underground ; the trains are frequent and take 35 minutes to LOCATION1,1
LOCATION1 is on the Piccadilly line,1
"LOCATION1 is one of the most desirable places to live in the whole of the world, beautiful area, 10 mins to LOCATION2",1
LOCATION1 is only 15 mins from LOCATION1,1
LOCATION1 is only the 10th safest London borough,0
LOCATION1 is predominantly safe,1
LOCATION1 is quite expensive and as you hint at in your question has several parts - estate agents often call other surrounding areas LOCATION1 when most people know them by other areas,0
LOCATION1 is quite pleasant in general,1
"LOCATION1 is really no more than a big shopping centre in the middle of a huge road junction ( its where the M1 starts ),",1
LOCATION1 is really the only nice part of the borough of LOCATION1,1
LOCATION1 is the best part of the whole of London,1
"LOCATION1 is the most lively in terms of cinemas, bars, restaurants, etc",1
"LOCATION1 is the most lively in terms of cinemas, bars, restaurants, etc and probably the only place on your list where youll find single women under 40",1
LOCATION1 is very cheap compared to any where else but I have been warned not to go there,0
"LOCATION1 is very leafy, with a wonderful park and woodlands, as well as being within walking distance of LOCATION1",1
LOCATION1 is very upmarket and many artists live there,1
LOCATION1 isnt too expensive either,1
"LOCATION1 like LOCATION2 is a very desirable area full of character and atmosphere , but the property in these area s are very expensive",0
"LOCATION1 market a plethora of stalls, shops, and foods from all different cultures and countries",1
"LOCATION1 over the last 10 years now has some restaurantspubsbars to rival LOCATION1 , people who can afford them would not go into areas they felt unsafe or indeed live there",1
LOCATION1 parts have a large Jewish community they live in peace,1
LOCATION1 town centre is brilliant for shopping,1
LOCATION1 used to be a haven for drugs and prostitution,0
LOCATION1 which is a lovely safe area,1
"LOCATION1 which is excellent for night life, and then to the other side youve got LOCATION2, also known as rough, but great for the markets, and for the Currys",0
LOCATION1 which is quite trendy and good if you like tennis,1
LOCATION1 would be a good choice for you in terms of communication,1
LOCATION1s got good rail links into LOCATION1,1
"LOCATION1s well served by public transport, there being five Underground stations with ruislip in the name",1
"LOCATION1, LOCATION2 Fast becoming the hot-spot for Aussies and Kiwis working in London",1
"LOCATION1, LOCATION2 are great areas to live",1
"LOCATION1, SE4 It is a beautiful late-Victorian Edwardian suburb of South-East London",1
"LOCATION1, its quite hip",1
"LOCATION1, where there is an enormous Westfield shopping centre",1
LOCATION1- Gun capital of the country I live on what is known as the murder mile Lower Clapton road,0
LOCATION1- a big grassy hill and some ace resturants,1
"LOCATION1 cute villagey area, where loads of celebs live; very sweet shops, cafes etc",1
LOCATION2 and LOCATION1 are also really rough in areas,0
LOCATION2 and LOCATION1 are better provided with open space and less subject to traffic and airliner noise nuisance,1
LOCATION2 and LOCATION1 are nice,1
"LOCATION2 and LOCATION1, as mentioned by others, are good, but dont ignore the less obvious",1
LOCATION2 and the LOCATION1 area - Id say both are not really outrageously dangerous neighbourhoods,1
LOCATION2 for Afro Caribs and LOCATION1 for Indians,1
"LOCATION2 is a safe enough area - its part of LOCATION1, which again is safe",1
"LOCATION2 is central London so extremely expensive, LOCATION1 is often considered the coolest area of London",0
"LOCATION2 is fine , not much happens there , LOCATION1 is SW London is better in every conceivable way",1
"LOCATION2 is not as expensive as LOCATION1, but is still just as nice",1
"LOCATION2 is not well served by the Tube, LOCATION1 has most of the tube stations",0
LOCATION2 is quite nice and not too bad as it borders on to LOCATION1 which is a very nice area,1
LOCATION2 or LOCATION1 would supply great local amenities and a direct train into the London,1
"Lots of bars and restaurants in LOCATION2 You could go dog racing also, that is local and lots of fun Id say that its a nice area and not a particularly dangerous area to live, Id be wary of is just around the LOCATION1 Lane Estate",0
Mikey LOCATION1 is a disgusting area,0
Most of LOCATION1 is fine,1
"My hometown is LOCATION1, in SW London literally a walk into LOCATION1",1
"NO offence to anyone who lives in LOCATION1, I personally would stay away from it",0
"Of course there are cheaper areas - LOCATION1, near to the London but somewhat dangerous",0
On the othere hand i know lads from LOCATION1 who are in The royal engineers serving and they some of the hardest and good boys i have ever Met and they come up to Liverpool,1
One really nice area is LOCATION2 or LOCATION1,1
Personally prefer LOCATION1 and LOCATION2,1
Rent in LOCATION1 is reasonable for a relatively nice part of London,1
Take a curry down LOCATION1,1
"The LOCATION1 area is crowded on a Saturday night, plenty of bars, restaurants - very lively and quite a young crowd rented housing is expensive",0
"The LOCATION2LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",1
"The area of London where LOCATION1 is heavily populated by ethnic minority groups, particularly Bangladeshi muslims",1
The best club in London is Fabric in LOCATION1 if you like proper dance music,1
The only one which is not got any rough parts is LOCATION1 thats basically in central London expensive so no trouble much there,0
"The town of LOCATION1 itself is beautiful, and Id happily live there as its an upcoming, youngish area to live",1
The victoria and Albert Museum in LOCATION1 is also good,1
"There are shops in LOCATION1 you know, you wont need to go into Central London every time you want a pint of milk",1
"There is a large Turkish community where I live in LOCATION1, so you will be very welcome here especially",1
There was recently an article in Time Out saying that LOCATION1 was the up and coming area,1
Well LOCATION1 is the home of the worlds longest street market,1
You will struggle to find something affordable in a desirable area of LOCATION1,0
a bit further out like LOCATION1 might satisfy you if you dont mind commuting,1
a nice area is LOCATION1 or LOCATION2,1
a strong Vietnamese community based in the LOCATION1 and a sizeable Japanese community around the LOCATION2 area,1
already looked in LOCATION1 and cannot afford it,0
an area like LOCATION1 is very residential and leafy,1
"area around LOCATION2 is nice middle class suburb with an arty feel, lots of open space otherwise try LOCATION1",1
"areas near LOCATION1 station, lots of markets, stores and pubs",1
"as I said some areas around LOCATION1 are quite rich, so youll have to look online to find what homes are available",0
"as for LOCATION1 itself, the little Ive seen of it seems to be a lot of commuter flats, I couldnt comment on culture and nightlife though",1
"avoid LOCATION1, the old tower blocks are gone but its still not got a nice vibe there",0
being in LOCATION1 you would be very close to the Centre,1
both LOCATION2 and LOCATION1 have excellent shopping facilities,1
celebrities live in LOCATION1 - It is quite a wealthy area and is in the borough of LOCATION1,0
"cheaper places that are still central include LOCATION2 and LOCATION1, as mentioned in other answers",1
dont live in the LOCATION1 it is pretty rough especially around LOCATION2,0
even LOCATION1 now is boasting huge rents because the London workers are moving in,0
everybody associates LOCATION1 with a large Indian Community,1
everytime I stay round a friends in LOCATION1the wLOCATION1dential area look really depressing and dull,0
"for example there are huge Jewish and Turkish communities in LOCATION1, and lots of Chinese people in the south especially around LOCATION2",1
for example you could choose to live near LOCATION1 where an uncompromisingly nice house would cost you upwards of a million,0
from LOCATION1 your only a ten minuet drive from LOCATION2,1
go for somewhere as close to LOCATION1 as possible as its generally safer,1
i have family in LOCATION1 and it is such a great place with the gardens it is only 45 minutes by tube to central London,1
"i live in LOCATION1 at the moment, which is quite far away",0
"i live in London , to be honest LOCATION1 is not the best area",0
i think LOCATION2 and LOCATION1 are pretty much no-go areas in Essex,0
i will recommend the LOCATION1 area because there is low crime as far as i know and the houses are pretty reasonable maybe a bit expensive but it is worth it and there is good access to London by car (i think) and definitely good access by public transport,0
i would say most parts of LOCATION1 are total safe for anyone at any time,1
i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas and some of the cheapest property in London will be found around there,1
"ill say around LOCATION1 area, which has markets and supermarkets or near there like barnard area or caledonian road",1
im moving to LOCATION1 which is nicer but a lot more expensive,0
"if I had enough money, I would definitely live in LOCATION2 or LOCATION1",0
if head into places like LOCATION1 which will probably exceed your budget,0
if something bad happens in London suburbs its seven out of then times in LOCATION1,0
"if yorue looking for a decent meal, really- head to LOCATION1",1
"if you are poor LOCATION1 will be great,",0
"if you can afford it move to the LOCATION1 or LOCATION2, lovely little areas",1
if you had a limitless budget somewhere like LOCATION1 is a great choice but it s a very upmarket area and,0
if you move to LOCATION1 where im from then you will get cheaper accomodation and the train is only 30 minutes to central London,1
"if you need a less costly place, look at the area around LOCATION2 on the LOCATION1",1
it depends where in LOCATION1 your going to live as there are some council astates there i would not live in,0
it is not that bad in LOCATION1,1
it ok to live near LOCATION1,1
ive been to most of LOCATION1 at all times of the night without mishap,1
"just South of LOCATION2 called LOCATION1, which is notoriously rough",0
living near to LOCATION1 would be very cool,1
move to somewhere like LOCATION2LOCATION1 youre not that far from the central,1
my friends in LOCATION2 and LOCATION1 have experienced much more crime and seen more scary things,0
"nice places to live LOCATION1, LOCATION2 London",1
not all LOCATION1 is nice,0
not that long ago a woman was shot in the head for her phone in LOCATION1,0
"out towards LOCATION1 places get affordable - these areas are quite green and nice, despite what people say",0
over here in E8 LOCATION1 things are just fine,1
places like LOCATION1 and LOCATION2 are good to live in if you are looking for more quiet areas but be warned they arent very central,0
"places such as LOCATION1, which is south London are up and coming areas, that have quite a few council homes and nice area, it is very close to the London centre, only a few tube stops",1
tehre are reasoanble shops on LOCATION1 Road but not perhaps quite so many nice pubs and restaurants,0
the LOCATION1 area is alot cheaper although it has alot of rougher areas and a fairly high crime rate - knife and gang crime mostly,0
the big advantage of LOCATION1 is the transport links at Finsbury Park Station youve got two tube lines and mainline rail lines and can get to just about anywhere in London easily,1
the least environmental impact is to expand LOCATION1 as its an established hub with proper transport links,1
the mainline train from LOCATION1 only takes about 23 minutes to reach LOCATION2 in Central London,1
the nice parts of LOCATION1 are very expensive,0
the whole of the LOCATION1 area is very crowded,0
there is the northern end of LOCATION1 where there is also good links to town,1
to be honest I meant LOCATION1 end isnt exactly glamorous,0
try the harlequin shopping centre in LOCATION1,1
"unless the area is really expensive It is not a good area,LOCATION1 in general can be quite rough",0
you absolutely have to check LOCATION1 out,1
you can actually get the train directly from London airports to LOCATION1 too,1
you can buy a property round by LOCATION1 which is one of the cheapest areas in Inner London,1
you can travel into Central London on the DLR easily from al over LOCATION1 and there are night buses all night to take you back,1
"you could go to LOCATION1, thats comparitively cheap and quite safe",1
you could try living in towns like LOCATION2 or LOCATION1,1
you have nothing to fear in LOCATION1 its safe,1
you should maybe try LOCATION1 for convenience of travel and because of 2012 olympics,1
you will have no problems there LOCATION1 is a nice place,1
"you wo nt meet many scary poor people there LOCATION1 is a posh area , unlike where i am",0
", to which, this womans reply was: NO, its most certainly bloody well NOT part of LOCATION1, girl- how dare you even suggest such a thing",0
"Similarly neither has the jubilee line which means the odd time you end up going half way round the world just to go two stops , making the LOCATION1 seem a bit cut off at times",0
( LOCATION1 is great for lazy Sunday morning walks ),1
(However the best Thai restaurant in all of London is in LOCATION2) I wouldnt live in LOCATION1 but one of the burbs,0
(I live in LOCATION1 and think its great,1
(LOCATION1 is a lot further out btw),0
"(No offence to anyone living there), we used to visit someone in LOCATION1 and it was SOOOOOOOOOOOO DEPRESSING",0
(avoid LOCATION1),0
(highly recommended) LOCATION1,1
) And no need to worry about problems with the area because LOCATION1 is a safe and pleasant suburban town,1
) I should mention that the area on the LOCATION1 side of LOCATION1 is generally a bit quieter and leafier,1
") I, personally, love LOCATION1, (about three miles up the road from LOCATION2), but again, its quite dear to live down there",1
") If you can afford to be close to London consider LOCATION1 , its probably the nicest area within spitting distance of London",0
") LOCATION1 and LOCATION2 are bloody gorgeous , ( but again , VERY expensive",0
") LOCATION1 is very central , and its easy to get to anything , but its not very residential",1
") LOCATION1s full of hotels, too much into the turistic thing but of course its just what I think and that doesnt count",1
) and LOCATION1 also have lots of flat-shares and good transport links,1
", and LOCATION1 and LOCATION2, a bit further in on that side , but not very hip and happening, a bit drab",0
- The high street gets very busy at the weekend and in the summer because LOCATION1 is listed in all the tourist guides as a must see alternative place in London,0
"-if you were situated in LOCATION1, would it really be possible to be able to get into an agency in London, although they are the best ones",1
:) LOCATION1 is a nice place to live,1
"have you tried somewhere on the outskirts, like LOCATION1, or LOCATION2, ect",1
LOCATION2 and LOCATION1 area is still the cheapest to rent AND to buy in London,1
A bit further out towards the suburbs are LOCATION1 and LOCATION2 which are pleasant areas,0
A cheaper option yet is LOCATION1 which is just right over the river from LOCATION1,1
A circus school in LOCATION1 - now that really lowers the tone,0
A cool place to eat and drink in LOCATION2 is LOCATION1,1
A great place LOCATION1 Middx is not in London and is only a postal name as LOCATION2 is now Surrey -,1
"A lot of events happen in LOCATION1, for example: Katie Price and others do book signings there; JLS performed there one-off concert in the Fairfields Hall (Ive performed there before",1
A new Sainsburys local has just opened next to LOCATION1,1
A number of train stations have ben upgraded including LOCATION2 and LOCATION1,1
A visit to one of the Westfield shopping centres at LOCATION1,1
AND JUST TO LET YOU KNOW LOCATION1 AND LOCATION2 IS A BEAUTIFUL AREA WITH LOADS OF PRETTY GARDENS SQUARES AND PARKS BUT STILL REALLY URBAN AND FANCY IT CAN GET NOISY BUT THATS PRETTY MUCH IT,0
Actually LOCATION1 is quite expensive because of the cricket ground and its close proximity to Vaxhaull,0
Actually LOCATION1 isnt on the tube network,0
"Actually, the private rents in LOCATION1 seem affordable by London standards",1
Add LOCATION1 and LOCATION2 as good areas,1
"Agree with LOCATION2 I cant understand the thumbs down for LOCATION1, that area is having lots of money thrown at it right now",1
"Ah, I can dream LOCATION1 - lots to do around there but it is quiet on the weekends and is very peaceful",1
Airport-wise theres not much in it LOCATION2 and LOCATION1 all have good tranport links to central London,1
All around LOCATION1 there are many rich people in their classy homes,0
All crime figures are below average but LOCATION1 is more dangerous than either of the other two places,0
All free I think your two would probably also enjoy the huge botanic gardens at LOCATION1,1
"All human life can be found in LOCATION1, from immigrants and students to celebrities and literati types",1
"All in all , I think LOCATION1 is the best place in London to live",1
All in all I think either LOCATION2 or LOCATION1 are the worst areas Ive ever been in the east end of London,0
"All these places, except for LOCATION1, have their own mainline stations (Southeastern) which will get you into Central London (LOCATION2) in 25 minutes or less",0
"Alot of LOCATION1 is being redeveloped, so getting better and better",1
"Alright for some, LOCATION1 or LOCATION2 would be best",1
"Also LOCATION2 which is slightly more mixed demographic compared to the more affluent LOCATION1 but certainly up and coming, it has good amenities (on the Jubilee line which is very efficient and a Sainsburys)",0
"Also , nearby LOCATION1 is also great , they have a microbrewery that brews and sells its own beer on site",1
Also LOCATION1 and LOCATION2 are both quite safe nowadays,1
Also LOCATION1 has a train station to but not London Underground but national rail which can take you to LOCATION2,1
"Also LOCATION1 i like so much, but its a bit more expensive",0
"Also LOCATION2, although its a bit of a train journey to work, the lifestyle is very good LOCATION1 has a bit of a reputation",0
Also avoid LOCATION1 and LOCATION2,0
Also consider LOCATION1 as well - its right next to Canada Water,1
Also could look around LOCATION1 area but think thats more were the grad students go,1
Also in the LOCATION1 area are museums such as the LOCATION1 museum or Jack the Ripper museum,1
Also take a look at areas such as LOCATION1 and LOCATION2,1
