text,sentiment
"['use', 'live', 'rent', 'appart', 'location1', 'rock', 'day', 'link', 'centr', 'fast', 'frequent', 'tube', 'underground', 'railway']",Positive
"['recommend', 'area', 'like', 'location1', 'location2', 'high', 'asian', 'popul', 'fair', 'afford', 'live']",Positive
"['would', 'hard', 'call', 'location1', 'location2', 'rough', 'well', 'honest', 'rough', 'part', 'everi', 'area', 'london']",Positive
"['would', 'never', 'want', 'live', 'somewher', 'like', 'location1', 'anywher', 'location2', 'would', 'never', 'get', 'sleep']",Negative
"['would', 'pick', 'location1', 'furthest', 'center', 'give', 'much', 'thing']",Positive
"['would', 'realli', 'recommend', 'location1']",Positive
"['would', 'say', 'location1', 'may', 'exceed', 'budget', 'littl', 'worth', 'move']",Negative
"['would', 'say', 'massiv', 'increas', 'suppli', 'around', 'area', 'amount', 'secur', 'location1', 'best', 'bet', 'dont', 'wast', 'money']",Positive
"['would', 'stay', 'away', 'location1', 'location2', 'area', 'mani', 'part', 'run', 'depriv']",Negative
"['would', 'strong', 'recommend', 'flat', 'location1', 'area', 'grow', 'quick', 'mani', 'flat', 'newli', 'built', 'mean', 'design', 'quit', 'modern', 'well']",Positive
"['would', 'suggest', 'se', 'london', 'somewher', 'like', 'location1', 'location2', 'year', 'ive', 'live', 'london']",Positive
"['would', 'suggest', 'look', 'area', 'around', 'location2', 'location1']",Positive
"['id', 'recommend', 'location1', 'could', 'easili', 'connect', 'onto', 'piccadilli', 'line', 'problem', 'cheaper', 'area', 'london']",Positive
"['id', 'recommend', 'location2', 'location1']",Positive
"['ive', 'location1', 'time', 'ive', 'never', 'bother']",Positive
"['ive', 'location1', 'location2', 'bleak', 'unfriend', 'place', 'daylight']",Negative
"['ive', 'live', 'location1', 'year', 'love', 'wouldnt', 'want', 'live', 'anywher', 'els']",Positive
"['ive', 'never', 'location1', 'due', 'reput', 'most']",Negative
"['ive', 'spent', 'lot', 'time', 'location1', 'confirm', 'general', 'quit', 'depriv', 'area', 'certain', 'safe', 'dark']",Negative
"['alot', 'money', 'ie', 'rich', 'live', 'nice', 'location1', 'posh']",Negative
"['alot', 'money', 'ie', 'rich', 'live', 'nice', 'location1', 'posh', 'london']",Negative
"['rang', 'exclus', 'expens', 'around', 'location2', 'market', 'afford', 'place', 'like', 'location1']",Negative
"['keep', 'well', 'clear', 'location1', 'pit', 'fine']",Negative
"['location1', 'way', 'hot', 'bed', 'crime']",Positive
"['location1', 'good', 'market', 'vibrant', 'afrocaribbean', 'communiti']",Positive
"['location1', 'reput', 'danger']",Negative
"['location1', 'becom', 'popular', 'area', 'london', 'quit', 'expens']",Negative
"['location1', 'connect', 'gatwick', 'luton', 'airport', 'lot', 'cool', 'place', 'might', 'want', 'visit', 'like', 'brighton']",Positive
"['location1', 'good', 'restaur', 'bar']",Positive
"['location1', 'plenti', 'food', 'place']",Positive
"['location1', 'empir', 'good', 'venu', 'live', 'music', 'good', 'bar']",Positive
"['location1', 'nice', 'area', 'probabl', 'bit', 'far', 'away']",Negative
"['location1', 'pretti', 'desir', 'area', 'see', 'mean']",Positive
"['location1', 'prosper', 'suburb']",Positive
"['location1', 'certain', 'safer', 'even', 'coupl', 'year', 'ago']",Positive
"['location1', 'good', 'shop']",Positive
"['location1', 'crime', 'hotspot', 'probabl', 'drunk']",Positive
"['location1', 'quit', 'green', 'area', 'london']",Positive
"['location1', 'nice']",Positive
"['location1', 'commut', 'hub', 'london']",Positive
"['location1', 'grew', 'okay', 'place', 'live', 'got', 'larg', 'portuges', 'communiti']",Positive
"['location1', 'location2', 'place', 'low', 'crime']",Positive
"['location1', 'fantast', 'shop', 'centr', 'art', 'centr', 'club', '25', 'minut', 'bus', 'ride', 'away']",Positive
"['location1', 'yawn', 'hype', 'trodden', 'area', 'crime', 'high']",Negative
"['location1', 'good', 'area', 'general']",Positive
"['location1', 'location2', 'shite', 'hole']",Negative
"['location1', 'london', 'aint', 'exact', 'dump', 'caus', 'germanz', 'bomb', 'dey', '2', 'build', 'alot', 'estat', 'init']",Positive
"['location1', 'sort', 'averag', 'london', 'suburb', 'racial', 'mix', 'therefor', 'excel', 'ethnic', 'restaur', 'shop', 'centr', 'usual', 'store']",Positive
"['location1', 'accord', 'met', 'one', 'highest', 'crime', 'rate']",Negative
"['location1', 'ai', 'nt', 'bad', 'either']",Positive
"['location1', 'location2', 'also', 'good', 'area', 'cheaper', 'flat']",Positive
"['location1', 'location2', 'expens', 'upscal', 'neighbourhood', 'need', 'worri', 'apart', 'huge', 'cost', 'live', 'cours']",Negative
"['location1', 'location2', 'okay', 'afford', 'good', 'transport']",Positive
"['location1', 'location2', 'full', 'pretenti', 'hipster', 'chav']",Negative
"['location1', 'nice', 'area', 'near', 'cemeteri', 'good', 'mayb', 'expens']",Negative
"['location1', 'larg', 'asian', 'communiti', 'stick', 'crime', 'rate']",Positive
"['location1', 'lot', 'trendi', 'club', 'pay', 'around', '1015', 'drink']",Negative
"['location1', 'wick', 'parti', 'realli', 'like', 'dont', 'stay']",Positive
"['location1', 'kent', 'love', 'ancient', 'market', 'town', 'good', 'fast', 'rail', 'servic', 'location2']",Positive
"['location1', 'kent', 'location2', 'kent', 'might', 'worth', 'look']",Positive
"['location1', 'london', 'good', 'place', 'go', 'hear', 'blue', 'music', 'ronni', 'scott', 'location2', 'jazz', 'institut']",Positive
"['location1', 'northern', 'london', 'nice', 'location2', 'nice', 'south']",Positive
"['location1', 'east', 'end', 'vibrant', 'area', 'young', 'hipster', 'type', 'artist', 'musician', 'peopl', 'love', 'food', 'specif', 'indian', 'curri']",Positive
"['location1', 'big', 'flea', 'market', 'street', 'great', 'indian', 'curri', 'hous']",Positive
"['location1', 'good', 'place', 'live', 'conveni', 'safe', 'lot', 'pubsbarscaf', 'restaur', 'shop']",Positive
"['location1', 'love', 'place', 'live', 'would', 'bit', 'trek', 'london', 'journey', 'time', 'underground', 'northern', 'line', '40', 'minut']",Negative
"['location1', 'pleasent', 'upmarket', 'vibrant', 'cosmopolitan', 'young', 'profession', 'area']",Positive
"['location1', 'pretti', 'rough', 'area', 'lot', 'council', 'estat', 'quit', 'way', 'centr', '10', 'mile', 'poor', 'public', 'transport']",Negative
"['location1', 'realli', 'nice', 'area', 'good', 'restaur', 'etc', 'good', 'transport', 'link', 'jubile', 'line', 'silverlink', 'train', 'thameslink', 'train']",Positive
"['location1', 'shitt', 'hole', 'location2', 'ok', 'bit', 'way']",Negative
"['location1', 'averag', 'crime']",Negative
"['location1', 'affardobl', 'next', 'central', 'london']",Positive
"['location1', 'differ', 'though', 'bit', 'run', 'area', 'dont', 'expect', 'much', 'get', 'howev', 'student', 'take', 'youll', 'safe', 'enough']",Negative
"['location1', 'fine']",Positive
"['location1', 'gorg', 'would', 'love', 'live']",Positive
"['location1', 'gorgeous', 'blend', 'uber', 'rich', 'middl', 'class', 'v']",Negative
"['location1', 'great', 'main', 'littl', 'boutiqu', 'sell', 'good', 'wont', 'find', 'anywher', 'els', 'there', 'huge', 'market']",Positive
"['location1', 'horribl', 'yes', 'fact', 'last', 'weekend', 'work', 'location1', 'area', 'within', 'last', 'three', 'week', 'owner', 'sandwich', 'shop', 'direct', 'opposit', 'murder', 'drug', 'craze', 'exemploye', 'yesterday', 'man', 'shot', 'dead', 'insid', 'seon', 'nightclub']",Negative
"['location1', 'opinion', 'alot', 'nicer', 'location1']",Positive
"['location1', 'middl', 'class', 'outer', 'suburb', 'problem', 'area', 'aimless', 'bore', 'youth']",Negative
"['location1', 'upmarket', 'residenti', 'area', 'west', 'toward', 'surround', 'high', 'rd']",Positive
"['location1', 'nice', 'food', 'shop', 'good', 'luck', 'find', 'anywher', 'decent', 'price', 'rang']",Negative
"['location1', 'nice', 'cinema', 'shop', 'stuff']",Positive
"['location1', 'ok', 'aint', 'expens', 'well', 'dunno', 'rich']",Positive
"['location1', 'metropolitan', 'line', 'underground', 'train', 'frequent', 'take', '35', 'minut', 'location1']",Positive
"['location1', 'piccadilli', 'line']",Positive
"['location1', 'one', 'desir', 'place', 'live', 'whole', 'world', 'beauti', 'area', '10', 'min', 'location2']",Positive
"['location1', '15', 'min', 'location1']",Positive
"['location1', '10th', 'safest', 'london', 'borough']",Negative
"['location1', 'predomin', 'safe']",Positive
"['location1', 'quit', 'expens', 'hint', 'question', 'sever', 'part', 'estat', 'agent', 'often', 'call', 'surround', 'area', 'location1', 'peopl', 'know', 'area']",Negative
"['location1', 'quit', 'pleasant', 'general']",Positive
"['location1', 'realli', 'big', 'shop', 'centr', 'middl', 'huge', 'road', 'junction', 'm1', 'start']",Positive
"['location1', 'realli', 'nice', 'part', 'borough', 'location1']",Positive
"['location1', 'best', 'part', 'whole', 'london']",Positive
"['location1', 'live', 'term', 'cinema', 'bar', 'restaur', 'etc']",Positive
"['location1', 'live', 'term', 'cinema', 'bar', 'restaur', 'etc', 'probabl', 'place', 'list', 'youll', 'find', 'singl', 'women', '40']",Positive
"['location1', 'cheap', 'compar', 'els', 'warn', 'go']",Negative
"['location1', 'leafi', 'wonder', 'park', 'woodland', 'well', 'within', 'walk', 'distanc', 'location1']",Positive
"['location1', 'upmarket', 'mani', 'artist', 'live']",Positive
"['location1', 'isnt', 'expens', 'either']",Positive
"['location1', 'like', 'location2', 'desir', 'area', 'full', 'charact', 'atmospher', 'properti', 'area', 'expens']",Negative
"['location1', 'market', 'plethora', 'stall', 'shop', 'food', 'differ', 'cultur', 'countri']",Positive
"['location1', 'last', '10', 'year', 'restaurantspubsbar', 'rival', 'location1', 'peopl', 'afford', 'would', 'go', 'area', 'felt', 'unsaf', 'inde', 'live']",Positive
"['location1', 'part', 'larg', 'jewish', 'communiti', 'live', 'peac']",Positive
"['location1', 'town', 'centr', 'brilliant', 'shop']",Positive
"['location1', 'use', 'drug', 'prostitut']",Negative
"['location1', 'love', 'safe', 'area']",Positive
"['location1', 'excel', 'night', 'life', 'side', 'youv', 'got', 'location2', 'also', 'known', 'rough', 'great', 'market', 'curri']",Negative
"['location1', 'quit', 'trendi', 'good', 'like', 'tenni']",Positive
"['location1', 'would', 'good', 'choic', 'term', 'communic']",Positive
"['location1', 'got', 'good', 'rail', 'link', 'location1']",Positive
"['location1', 'well', 'serv', 'public', 'transport', 'five', 'underground', 'station', 'ruislip', 'name']",Positive
"['location1', 'location2', 'fast', 'becom', 'hotspot', 'aussi', 'kiwi', 'work', 'london']",Positive
"['location1', 'location2', 'great', 'area', 'live']",Positive
"['location1', 'se4', 'beauti', 'latevictorian', 'edwardian', 'suburb', 'southeast', 'london']",Positive
"['location1', 'quit', 'hip']",Positive
"['location1', 'enorm', 'westfield', 'shop', 'centr']",Positive
"['location1', 'gun', 'capit', 'countri', 'live', 'known', 'murder', 'mile', 'lower', 'clapton', 'road']",Negative
"['location1', 'big', 'grassi', 'hill', 'ace', 'restur']",Positive
"['location1', 'cute', 'villagey', 'area', 'load', 'celeb', 'live', 'sweet', 'shop', 'cafe', 'etc']",Positive
"['location2', 'location1', 'also', 'realli', 'rough', 'area']",Negative
"['location2', 'location1', 'better', 'provid', 'open', 'space', 'less', 'subject', 'traffic', 'airlin', 'nois', 'nuisanc']",Positive
"['location2', 'location1', 'nice']",Positive
"['location2', 'location1', 'mention', 'other', 'good', 'dont', 'ignor', 'less', 'obvious']",Positive
"['location2', 'location1', 'area', 'id', 'say', 'realli', 'outrag', 'danger', 'neighbourhood']",Positive
"['location2', 'afro', 'carib', 'location1', 'indian']",Positive
"['location2', 'safe', 'enough', 'area', 'part', 'location1', 'safe']",Positive
"['location2', 'central', 'london', 'extrem', 'expens', 'location1', 'often', 'consid', 'coolest', 'area', 'london']",Negative
"['location2', 'fine', 'much', 'happen', 'location1', 'sw', 'london', 'better', 'everi', 'conceiv', 'way']",Positive
"['location2', 'expens', 'location1', 'still', 'nice']",Positive
"['location2', 'well', 'serv', 'tube', 'location1', 'tube', 'station']",Negative
"['location2', 'quit', 'nice', 'bad', 'border', 'location1', 'nice', 'area']",Positive
"['location2', 'location1', 'would', 'suppli', 'great', 'local', 'amen', 'direct', 'train', 'london']",Positive
"['lot', 'bar', 'restaur', 'location2', 'could', 'go', 'dog', 'race', 'also', 'local', 'lot', 'fun', 'id', 'say', 'nice', 'area', 'particular', 'danger', 'area', 'live', 'id', 'wari', 'around', 'location1', 'lane', 'estat']",Negative
"['mikey', 'location1', 'disgust', 'area']",Negative
"['location1', 'fine']",Positive
"['hometown', 'location1', 'sw', 'london', 'liter', 'walk', 'location1']",Positive
"['offenc', 'anyon', 'live', 'location1', 'person', 'would', 'stay', 'away']",Negative
"['cours', 'cheaper', 'area', 'location1', 'near', 'london', 'somewhat', 'danger']",Negative
"['other', 'hand', 'know', 'lad', 'location1', 'royal', 'engin', 'serv', 'hardest', 'good', 'boy', 'ever', 'met', 'come', 'liverpool']",Positive
"['one', 'realli', 'nice', 'area', 'location2', 'location1']",Positive
"['person', 'prefer', 'location1', 'location2']",Positive
"['rent', 'location1', 'reason', 'relat', 'nice', 'part', 'london']",Positive
"['take', 'curri', 'location1']",Positive
"['location1', 'area', 'crowd', 'saturday', 'night', 'plenti', 'bar', 'restaur', 'live', 'quit', 'young', 'crowd', 'rent', 'hous', 'expens']",Negative
"['location2location1', 'area', 'south', 'london', 'realli', 'live', 'load', 'bar', 'pub', 'restaur', 'open', 'space', 'well', 'summer']",Positive
"['area', 'london', 'location1', 'heavili', 'popul', 'ethnic', 'minor', 'group', 'particular', 'bangladeshi', 'muslim']",Positive
"['best', 'club', 'london', 'fabric', 'location1', 'like', 'proper', 'danc', 'music']",Positive
"['one', 'got', 'rough', 'part', 'location1', 'that', 'basic', 'central', 'london', 'expens', 'troubl', 'much']",Negative
"['town', 'location1', 'beauti', 'id', 'happili', 'live', 'upcom', 'youngish', 'area', 'live']",Positive
"['victoria', 'albert', 'museum', 'location1', 'also', 'good']",Positive
"['shop', 'location1', 'know', 'wont', 'need', 'go', 'central', 'london', 'everi', 'time', 'want', 'pint', 'milk']",Positive
"['larg', 'turkish', 'communiti', 'live', 'location1', 'welcom', 'especi']",Positive
"['recent', 'articl', 'time', 'say', 'location1', 'come', 'area']",Positive
"['well', 'location1', 'home', 'world', 'longest', 'street', 'market']",Positive
"['struggl', 'find', 'someth', 'afford', 'desir', 'area', 'location1']",Negative
"['bit', 'like', 'location1', 'might', 'satisfi', 'dont', 'mind', 'commut']",Positive
"['nice', 'area', 'location1', 'location2']",Positive
"['strong', 'vietnames', 'communiti', 'base', 'location1', 'sizeabl', 'japanes', 'communiti', 'around', 'location2', 'area']",Positive
"['alreadi', 'look', 'location1', 'afford']",Negative
"['area', 'like', 'location1', 'residenti', 'leafi']",Positive
"['area', 'around', 'location2', 'nice', 'middl', 'class', 'suburb', 'arti', 'feel', 'lot', 'open', 'space', 'otherwis', 'tri', 'location1']",Positive
"['area', 'near', 'location1', 'station', 'lot', 'market', 'store', 'pub']",Positive
"['said', 'area', 'around', 'location1', 'quit', 'rich', 'youll', 'look', 'onlin', 'find', 'home', 'avail']",Negative
"['location1', 'littl', 'ive', 'seen', 'seem', 'lot', 'commut', 'flat', 'couldnt', 'comment', 'cultur', 'nightlif', 'though']",Positive
"['avoid', 'location1', 'old', 'tower', 'block', 'gone', 'still', 'got', 'nice', 'vibe']",Negative
"['location1', 'would', 'close', 'centr']",Positive
"['location2', 'location1', 'excel', 'shop', 'facil']",Positive
"['celebr', 'live', 'location1', 'quit', 'wealthi', 'area', 'borough', 'location1']",Negative
"['cheaper', 'place', 'still', 'central', 'includ', 'location2', 'location1', 'mention', 'answer']",Positive
"['dont', 'live', 'location1', 'pretti', 'rough', 'especi', 'around', 'location2']",Negative
"['even', 'location1', 'boast', 'huge', 'rent', 'london', 'worker', 'move']",Negative
"['everybodi', 'associ', 'location1', 'larg', 'indian', 'communiti']",Positive
"['everytim', 'stay', 'round', 'friend', 'location1th', 'wlocation1denti', 'area', 'look', 'realli', 'depress', 'dull']",Negative
"['exampl', 'huge', 'jewish', 'turkish', 'communiti', 'location1', 'lot', 'chines', 'peopl', 'south', 'especi', 'around', 'location2']",Positive
"['exampl', 'could', 'choos', 'live', 'near', 'location1', 'uncompromis', 'nice', 'hous', 'would', 'cost', 'upward', 'million']",Negative
"['location1', 'ten', 'minuet', 'drive', 'location2']",Positive
"['go', 'somewher', 'close', 'location1', 'possibl', 'general', 'safer']",Positive
"['famili', 'location1', 'great', 'place', 'garden', '45', 'minut', 'tube', 'central', 'london']",Positive
"['live', 'location1', 'moment', 'quit', 'far', 'away']",Negative
"['live', 'london', 'honest', 'location1', 'best', 'area']",Negative
"['think', 'location2', 'location1', 'pretti', 'much', 'nogo', 'area', 'essex']",Negative
"['recommend', 'location1', 'area', 'low', 'crime', 'far', 'know', 'hous', 'pretti', 'reason', 'mayb', 'bit', 'expens', 'worth', 'good', 'access', 'london', 'car', 'think', 'definit', 'good', 'access', 'public', 'transport']",Negative
"['would', 'say', 'part', 'location1', 'total', 'safe', 'anyon', 'time']",Positive
"['would', 'tri', 'location1', 'location2', 'west', 'london', 'general', 'decent', 'area', 'cheapest', 'properti', 'london', 'found', 'around']",Positive
"['ill', 'say', 'around', 'location1', 'area', 'market', 'supermarket', 'near', 'like', 'barnard', 'area', 'caledonian', 'road']",Positive
"['im', 'move', 'location1', 'nicer', 'lot', 'expens']",Negative
"['enough', 'money', 'would', 'definit', 'live', 'location2', 'location1']",Negative
"['head', 'place', 'like', 'location1', 'probabl', 'exceed', 'budget']",Negative
"['someth', 'bad', 'happen', 'london', 'suburb', 'seven', 'time', 'location1']",Negative
"['yoru', 'look', 'decent', 'meal', 'realli', 'head', 'location1']",Positive
