text,sentiment
"area around LOCATION2 is nice   middle class suburb with an arty feel, lots of open space otherwise try LOCATION1",Positive
"areas near LOCATION1 station, lots of markets, stores and pubs",Positive
"as I said some areas around LOCATION1 are quite rich, so you'll have to look online to find what homes are available",Negative
"as for LOCATION1 itself, the little I've seen of it seems to be a lot of commuter flats, I couldn't comment on culture and nightlife though",Positive
"avoid LOCATION1,  the old tower blocks are gone but it's still not got a nice vibe there",Negative
being in LOCATION1 you would be very close to the Centre,Positive
both LOCATION2 and LOCATION1 have excellent shopping facilities,Positive
celebrities live in LOCATION1 - It is quite a wealthy area and is in the borough of LOCATION1,Negative
"cheaper places that are still central include LOCATION2 and LOCATION1, as mentioned in other answers",Positive
don't live in the LOCATION1 it is pretty rough especially around LOCATION2,Negative
even LOCATION1 now is boasting huge rents because the London workers are moving in,Negative
everybody associates LOCATION1 with a large Indian Community,Positive
everytime I stay round a friends in LOCATION1the wLOCATION1dential area look really depressing and dull,Negative
"for example there are huge Jewish and Turkish communities in LOCATION1, and lots of Chinese people in the south especially around LOCATION2",Positive
for example you could choose to live near LOCATION1 where an uncompromisingly nice house would cost you upwards of a million,Negative
from LOCATION1 your only a ten minuet drive from LOCATION2,Positive
go for somewhere as close to LOCATION1 as possible as its generally safer,Positive
i have family in LOCATION1 and it is such a great place with the gardens  it is only 45 minutes by tube to central London,Positive
"i live in LOCATION1 at the moment, which is quite far away",Negative
"i live in London , to be honest ` LOCATION1 is not the best area",Negative
i think LOCATION2 and LOCATION1 are pretty much no-go areas in Essex,Negative
i will recommend the LOCATION1 area because there  is low crime as far as i know and the houses are pretty reasonable maybe a bit expensive but it is worth it and there is good access to London by car (i think) and definitely good access by public transport,Negative
i would say most parts of LOCATION1 are total safe for anyone at any time,Positive
i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,Positive
"i'll say around LOCATION1 area, which has markets and supermarkets or near there like barnard area or caledonian road",Positive
i'm moving to LOCATION1 which is nicer but a lot more expensive,Positive
"if I had enough money, I would definitely live in LOCATION2 or LOCATION1",Negative
if head into places like LOCATION1 which will probably exceed your budget,Negative
if something bad happens in London suburbs it's seven out of then times in LOCATION1,Negative
"if yorue looking for a decent meal, really- head to LOCATION1",Positive
"if you are poor LOCATION1 will be great,",Negative
"if you can afford it move to the LOCATION1 or LOCATION2, lovely little areas",Positive
if you had a limitless budget somewhere like LOCATION1 is a great choice but it 's a very upmarket area and,Positive
if you move to LOCATION1 where im from then you will get cheaper accomodation and the train is only 30 minutes to central London,Positive
"if you need a less costly place, look at the area around LOCATION2 on the LOCATION1",Positive
it depends where in LOCATION1 your going to live as there are some council astates there i would not live in,Negative
it is not that bad in LOCATION1,Positive
it ok to live near LOCATION1,Positive
ive been to most of LOCATION1 at all times of the night without mishap,Positive
"just South of LOCATION2 called LOCATION1, which is notoriously rough",Negative
living near to LOCATION1 would be very cool,Positive
move to somewhere like LOCATION2/LOCATION1 youre not that far from the central,Positive
my friends in LOCATION2 and LOCATION1 have experienced much more crime and seen more scary things,Negative
"nice places to live LOCATION1, LOCATION2 London",Positive
not all LOCATION1 is nice,Negative
not that long ago a woman was shot in the head for her phone in LOCATION1,Negative
"out towards LOCATION1 places get affordable - these areas are quite 'green and nice', despite what people say",Positive
over here in E8 LOCATION1 things are just fine,Positive
places like LOCATION1 and LOCATION2 are good to live in if you are looking for more quiet areas but be warned they arent very central,Positive
"places such as LOCATION1, which is south London are up and coming areas, that have quite a few council homes and nice area, it is very close to the London centre, only a few tube stops",Positive
tehre are reasoanble shops on LOCATION1 Road but not perhaps quite so many nice pubs and restaurants,Positive
the LOCATION1 area is alot cheaper although it has alot of rougher areas and a fairly high crime rate - knife and gang crime mostly,Negative
the big advantage of LOCATION1 is the transport links   at Finsbury Park Station you've got two tube lines and mainline rail lines and can get to just about anywhere in London easily,Positive
the least environmental impact is to expand LOCATION1 as it's an established hub with proper transport links,Positive
the mainline train from LOCATION1  only takes about 23 minutes to reach LOCATION2 in Central London,Positive
the nice parts of LOCATION1 are very expensive,Negative
the whole of the LOCATION1 area is very crowded,Negative
there is the northern end of LOCATION1 where there is also good links to town,Positive
to be honest I meant LOCATION1  end isn't exactly glamorous,Negative
try the harlequin shopping centre in LOCATION1,Positive
"unless the area is really expensive It is not a good area,LOCATION1 in general can be quite rough",Negative
you absolutely have to check LOCATION1 out,Positive
you can actually get the train directly from London airports to LOCATION1 too,Positive
you can buy a property round by LOCATION1 which is one of the cheapest areas in Inner London,Positive
you can travel into Central London on the DLR easily from al over LOCATION1 and there are night buses all night to take you back,Positive
"you could go to LOCATION1, that's comparitively cheap and quite safe",Positive
you could try living in towns like LOCATION2 or LOCATION1,Positive
you have nothing to fear in LOCATION1  it's safe,Positive
you should maybe try LOCATION1 for convenience of travel and because of 2012 olympics,Positive
you will have no problems there LOCATION1 is a nice place,Positive
"you wo n't meet many scary poor people there LOCATION1 is a posh area , unlike where i am",Negative
"'' Similarly neither has the jubilee line which means the odd time you end up going half way round the world just to go two stops , making the LOCATION1 seem a bit cut off at times",Negative
( LOCATION1 is great for lazy Sunday morning walks ),Positive
(However the best Thai restaurant in all of London is in LOCATION2)   I wouldn't live in LOCATION1 but one of the burbs,Negative
(I live in LOCATION1 and think its great,Positive
(LOCATION1 is a lot further out btw),Negative
"(No offence to anyone living there), we used to visit someone in LOCATION1 and it was SOOOOOOOOOOOO DEPRESSING",Negative
(avoid LOCATION1),Negative
(highly recommended) LOCATION1,Positive
) And no need to worry about problems with the area because LOCATION1 is a safe and pleasant suburban town,Positive
) I should mention that the area on the LOCATION1 side of LOCATION1 is generally a bit quieter and leafier,Positive
") If you can afford to be close to London  consider LOCATION1 , its probably the nicest area within spitting distance of London",Negative
") LOCATION1 and LOCATION2 are bloody gorgeous , ( but again , VERY expensive",Positive
") LOCATION1 is very central , and its easy to get to anything , but its not very residential",Positive
") LOCATION1's full of hotels, too much into the turistic thing  but of course it's just what I think and that doesn't count",Positive
) and LOCATION1 also have lots of flat-shares and good transport links,Positive
", and LOCATION1 and LOCATION2, a bit further in on that side , but not very hip and happening, a bit drab",Negative
- The high street gets very busy at the weekend and in the summer because LOCATION1 is listed in all the tourist guides as a 'must see' alternative place in London,Negative
:) LOCATION1 is a nice place to live,Positive
"< have you tried somewhere on the outskirts, like LOCATION1, or LOCATION2, ect",Positive
= LOCATION2 and LOCATION1 area is still the cheapest to rent AND to buy in London,Positive
A bit further out towards the suburbs are LOCATION1 and LOCATION2 which are pleasant areas,Negative
A cheaper option yet is LOCATION1 which is just right over the river from LOCATION1,Positive
A cool place to eat and drink in LOCATION2 is LOCATION1,Positive
A great place LOCATION1 Middx is not in London and is only a postal name as LOCATION2 is now Surrey -,Positive
A new Sainsbury's local has just opened next to LOCATION1,Positive
A visit to one of the Westfield shopping centres at  LOCATION1,Positive
AND JUST TO LET YOU KNOW LOCATION1 AND LOCATION2 IS A BEAUTIFUL AREA WITH LOADS OF PRETTY GARDENS SQUARES AND PARKS BUT STILL REALLY URBAN AND FANCY  IT CAN GET NOISY BUT THATS PRETTY MUCH IT,Positive
Actually LOCATION1 is quite expensive because of the cricket ground and its close proximity to Vaxhaull,Positive
Actually LOCATION1 isn't on the tube network,Negative
"Actually, the private rents in LOCATION1 seem affordable by London standards",Positive
Add LOCATION1 and LOCATION2 as good areas,Positive
"Ah, I can dream  LOCATION1 - lots to do around there but it is quiet on the weekends and is very peaceful",Positive
Airport-wise theres not much in it  LOCATION2 and LOCATION1 all have good tranport links to central London,Positive
All around LOCATION1 there are many rich people in their classy homes,Negative
All crime figures are below average but LOCATION1 is more dangerous than either of the other two places,Negative
All free  I think your two would probably also enjoy the huge botanic gardens at LOCATION1,Positive
"All in all , I think LOCATION1 is the best place in London to live",Positive
All in all I think either LOCATION2 or LOCATION1 are the worst areas I've ever been in  the east end of London,Negative
"All these places, except for LOCATION1, have their own mainline stations (Southeastern) which will get you into Central London (LOCATION2) in 25 minutes or less",Negative
"Alot of LOCATION1 is being redeveloped, so getting better and better",Positive
"Alright for some, LOCATION1 or LOCATION2 would be best",Positive
