text,sentiment
"['location1', 'location2', 'okay', 'afford', 'good', 'transport']",1
"['location1', 'location2', 'full', 'pretenti', 'hipster', 'chav']",0
"['location1', 'nice', 'area', 'near', 'cemeteri', 'good', 'mayb', 'expens']",0
"['location1', 'larg', 'asian', 'communiti', 'stick', 'crime', 'rate']",1
"['location1', 'lot', 'trendi', 'club', 'pay', 'around', '1015', 'drink']",0
"['location1', 'wick', 'parti', 'realli', 'like', 'dont', 'stay']",1
"['location1', 'kent', 'love', 'ancient', 'market', 'town', 'good', 'fast', 'rail', 'servic', 'location2']",1
"['location1', 'kent', 'location2', 'kent', 'might', 'worth', 'look']",1
"['location1', 'london', 'good', 'place', 'go', 'hear', 'blue', 'music', 'ronni', 'scott', 'location2', 'jazz', 'institut']",1
"['location1', 'northern', 'london', 'nice', 'location2', 'nice', 'south']",1
"['location1', 'east', 'end', 'vibrant', 'area', 'young', 'hipster', 'type', 'artist', 'musician', 'peopl', 'love', 'food', 'specif', 'indian', 'curri']",1
"['location1', 'big', 'flea', 'market', 'street', 'great', 'indian', 'curri', 'hous']",1
"['location1', 'good', 'place', 'live', 'conveni', 'safe', 'lot', 'pubsbarscaf', 'restaur', 'shop']",1
"['location1', 'love', 'place', 'live', 'would', 'bit', 'trek', 'london', 'journey', 'time', 'underground', 'northern', 'line', '40', 'minut']",0
"['location1', 'pleasent', 'upmarket', 'vibrant', 'cosmopolitan', 'young', 'profession', 'area']",1
"['location1', 'pretti', 'rough', 'area', 'lot', 'council', 'estat', 'quit', 'way', 'centr', '10', 'mile', 'poor', 'public', 'transport']",0
"['location1', 'realli', 'nice', 'area', 'good', 'restaur', 'etc', 'good', 'transport', 'link', 'jubile', 'line', 'silverlink', 'train', 'thameslink', 'train']",1
"['location1', 'shitt', 'hole', 'location2', 'ok', 'bit', 'way']",0
"['location1', 'averag', 'crime']",0
"['location1', 'affardobl', 'next', 'central', 'london']",1
"['location1', 'differ', 'though', 'bit', 'run', 'area', 'dont', 'expect', 'much', 'get', 'howev', 'student', 'take', 'youll', 'safe', 'enough']",0
"['location1', 'fine']",1
"['location1', 'gorg', 'would', 'love', 'live']",1
"['location1', 'gorgeous', 'blend', 'uber', 'rich', 'middl', 'class', 'v']",0
"['location1', 'great', 'main', 'littl', 'boutiqu', 'sell', 'good', 'wont', 'find', 'anywher', 'els', 'there', 'huge', 'market']",1
"['location1', 'horribl', 'yes', 'fact', 'last', 'weekend', 'work', 'location1', 'area', 'within', 'last', 'three', 'week', 'owner', 'sandwich', 'shop', 'direct', 'opposit', 'murder', 'drug', 'craze', 'exemploye', 'yesterday', 'man', 'shot', 'dead', 'insid', 'seon', 'nightclub']",0
"['location1', 'opinion', 'alot', 'nicer', 'location1']",1
"['location1', 'middl', 'class', 'outer', 'suburb', 'problem', 'area', 'aimless', 'bore', 'youth']",0
"['location1', 'upmarket', 'residenti', 'area', 'west', 'toward', 'surround', 'high', 'rd']",1
"['location1', 'nice', 'food', 'shop', 'good', 'luck', 'find', 'anywher', 'decent', 'price', 'rang']",0
"['location1', 'nice', 'cinema', 'shop', 'stuff']",1
"['location1', 'ok', 'aint', 'expens', 'well', 'dunno', 'rich']",1
"['location1', 'metropolitan', 'line', 'underground', 'train', 'frequent', 'take', '35', 'minut', 'location1']",1
"['location1', 'piccadilli', 'line']",1
"['location1', 'one', 'desir', 'place', 'live', 'whole', 'world', 'beauti', 'area', '10', 'min', 'location2']",1
"['location1', '15', 'min', 'location1']",1
"['location1', '10th', 'safest', 'london', 'borough']",0
"['location1', 'predomin', 'safe']",1
"['location1', 'quit', 'expens', 'hint', 'question', 'sever', 'part', 'estat', 'agent', 'often', 'call', 'surround', 'area', 'location1', 'peopl', 'know', 'area']",0
"['location1', 'quit', 'pleasant', 'general']",1
"['location1', 'realli', 'big', 'shop', 'centr', 'middl', 'huge', 'road', 'junction', 'm1', 'start']",1
"['location1', 'realli', 'nice', 'part', 'borough', 'location1']",1
"['location1', 'best', 'part', 'whole', 'london']",1
"['location1', 'live', 'term', 'cinema', 'bar', 'restaur', 'etc']",1
"['location1', 'live', 'term', 'cinema', 'bar', 'restaur', 'etc', 'probabl', 'place', 'list', 'youll', 'find', 'singl', 'women', '40']",1
"['location1', 'cheap', 'compar', 'els', 'warn', 'go']",0
"['location1', 'leafi', 'wonder', 'park', 'woodland', 'well', 'within', 'walk', 'distanc', 'location1']",1
"['location1', 'upmarket', 'mani', 'artist', 'live']",1
"['location1', 'isnt', 'expens', 'either']",1
"['location1', 'like', 'location2', 'desir', 'area', 'full', 'charact', 'atmospher', 'properti', 'area', 'expens']",0
"['location1', 'market', 'plethora', 'stall', 'shop', 'food', 'differ', 'cultur', 'countri']",1
"['location1', 'last', '10', 'year', 'restaurantspubsbar', 'rival', 'location1', 'peopl', 'afford', 'would', 'go', 'area', 'felt', 'unsaf', 'inde', 'live']",1
"['location1', 'part', 'larg', 'jewish', 'communiti', 'live', 'peac']",1
"['location1', 'town', 'centr', 'brilliant', 'shop']",1
"['location1', 'use', 'drug', 'prostitut']",0
"['location1', 'love', 'safe', 'area']",1
"['location1', 'excel', 'night', 'life', 'side', 'youv', 'got', 'location2', 'also', 'known', 'rough', 'great', 'market', 'curri']",0
"['location1', 'quit', 'trendi', 'good', 'like', 'tenni']",1
"['location1', 'would', 'good', 'choic', 'term', 'communic']",1
"['location1', 'got', 'good', 'rail', 'link', 'location1']",1
"['location1', 'well', 'serv', 'public', 'transport', 'five', 'underground', 'station', 'ruislip', 'name']",1
"['location1', 'location2', 'fast', 'becom', 'hotspot', 'aussi', 'kiwi', 'work', 'london']",1
"['location1', 'location2', 'great', 'area', 'live']",1
"['location1', 'se4', 'beauti', 'latevictorian', 'edwardian', 'suburb', 'southeast', 'london']",1
"['location1', 'quit', 'hip']",1
"['location1', 'enorm', 'westfield', 'shop', 'centr']",1
"['location1', 'gun', 'capit', 'countri', 'live', 'known', 'murder', 'mile', 'lower', 'clapton', 'road']",0
"['location1', 'big', 'grassi', 'hill', 'ace', 'restur']",1
"['location1', 'cute', 'villagey', 'area', 'load', 'celeb', 'live', 'sweet', 'shop', 'cafe', 'etc']",1
"['location2', 'location1', 'also', 'realli', 'rough', 'area']",0
"['location2', 'location1', 'better', 'provid', 'open', 'space', 'less', 'subject', 'traffic', 'airlin', 'nois', 'nuisanc']",1
"['location2', 'location1', 'nice']",1
"['location2', 'location1', 'mention', 'other', 'good', 'dont', 'ignor', 'less', 'obvious']",1
"['location2', 'location1', 'area', 'id', 'say', 'realli', 'outrag', 'danger', 'neighbourhood']",1
"['location2', 'afro', 'carib', 'location1', 'indian']",1
"['location2', 'safe', 'enough', 'area', 'part', 'location1', 'safe']",1
"['location2', 'central', 'london', 'extrem', 'expens', 'location1', 'often', 'consid', 'coolest', 'area', 'london']",0
"['location2', 'fine', 'much', 'happen', 'location1', 'sw', 'london', 'better', 'everi', 'conceiv', 'way']",1
"['location2', 'expens', 'location1', 'still', 'nice']",1
"['location2', 'well', 'serv', 'tube', 'location1', 'tube', 'station']",0
"['location2', 'quit', 'nice', 'bad', 'border', 'location1', 'nice', 'area']",1
"['location2', 'location1', 'would', 'suppli', 'great', 'local', 'amen', 'direct', 'train', 'london']",1
"['lot', 'bar', 'restaur', 'location2', 'could', 'go', 'dog', 'race', 'also', 'local', 'lot', 'fun', 'id', 'say', 'nice', 'area', 'particular', 'danger', 'area', 'live', 'id', 'wari', 'around', 'location1', 'lane', 'estat']",0
"['mikey', 'location1', 'disgust', 'area']",0
"['location1', 'fine']",1
"['hometown', 'location1', 'sw', 'london', 'liter', 'walk', 'location1']",1
"['offenc', 'anyon', 'live', 'location1', 'person', 'would', 'stay', 'away']",0
"['cours', 'cheaper', 'area', 'location1', 'near', 'london', 'somewhat', 'danger']",0
"['other', 'hand', 'know', 'lad', 'location1', 'royal', 'engin', 'serv', 'hardest', 'good', 'boy', 'ever', 'met', 'come', 'liverpool']",1
"['one', 'realli', 'nice', 'area', 'location2', 'location1']",1
"['person', 'prefer', 'location1', 'location2']",1
"['rent', 'location1', 'reason', 'relat', 'nice', 'part', 'london']",1
"['take', 'curri', 'location1']",1
"['location1', 'area', 'crowd', 'saturday', 'night', 'plenti', 'bar', 'restaur', 'live', 'quit', 'young', 'crowd', 'rent', 'hous', 'expens']",0
"['location2location1', 'area', 'south', 'london', 'realli', 'live', 'load', 'bar', 'pub', 'restaur', 'open', 'space', 'well', 'summer']",1
"['area', 'london', 'location1', 'heavili', 'popul', 'ethnic', 'minor', 'group', 'particular', 'bangladeshi', 'muslim']",1
"['best', 'club', 'london', 'fabric', 'location1', 'like', 'proper', 'danc', 'music']",1
"['one', 'got', 'rough', 'part', 'location1', 'that', 'basic', 'central', 'london', 'expens', 'troubl', 'much']",0
"['town', 'location1', 'beauti', 'id', 'happili', 'live', 'upcom', 'youngish', 'area', 'live']",1
"['victoria', 'albert', 'museum', 'location1', 'also', 'good']",1
"['shop', 'location1', 'know', 'wont', 'need', 'go', 'central', 'london', 'everi', 'time', 'want', 'pint', 'milk']",1
"['larg', 'turkish', 'communiti', 'live', 'location1', 'welcom', 'especi']",1
"['recent', 'articl', 'time', 'say', 'location1', 'come', 'area']",1
"['well', 'location1', 'home', 'world', 'longest', 'street', 'market']",1
"['struggl', 'find', 'someth', 'afford', 'desir', 'area', 'location1']",0
"['bit', 'like', 'location1', 'might', 'satisfi', 'dont', 'mind', 'commut']",1
"['nice', 'area', 'location1', 'location2']",1
"['strong', 'vietnames', 'communiti', 'base', 'location1', 'sizeabl', 'japanes', 'communiti', 'around', 'location2', 'area']",1
"['alreadi', 'look', 'location1', 'afford']",0
"['area', 'like', 'location1', 'residenti', 'leafi']",1
"['area', 'around', 'location2', 'nice', 'middl', 'class', 'suburb', 'arti', 'feel', 'lot', 'open', 'space', 'otherwis', 'tri', 'location1']",1
"['area', 'near', 'location1', 'station', 'lot', 'market', 'store', 'pub']",1
"['said', 'area', 'around', 'location1', 'quit', 'rich', 'youll', 'look', 'onlin', 'find', 'home', 'avail']",0
"['location1', 'littl', 'ive', 'seen', 'seem', 'lot', 'commut', 'flat', 'couldnt', 'comment', 'cultur', 'nightlif', 'though']",1
"['avoid', 'location1', 'old', 'tower', 'block', 'gone', 'still', 'got', 'nice', 'vibe']",0
"['location1', 'would', 'close', 'centr']",1
"['location2', 'location1', 'excel', 'shop', 'facil']",1
"['celebr', 'live', 'location1', 'quit', 'wealthi', 'area', 'borough', 'location1']",0
"['cheaper', 'place', 'still', 'central', 'includ', 'location2', 'location1', 'mention', 'answer']",1
"['dont', 'live', 'location1', 'pretti', 'rough', 'especi', 'around', 'location2']",0
"['even', 'location1', 'boast', 'huge', 'rent', 'london', 'worker', 'move']",0
"['everybodi', 'associ', 'location1', 'larg', 'indian', 'communiti']",1
"['everytim', 'stay', 'round', 'friend', 'location1th', 'wlocation1denti', 'area', 'look', 'realli', 'depress', 'dull']",0
"['exampl', 'huge', 'jewish', 'turkish', 'communiti', 'location1', 'lot', 'chines', 'peopl', 'south', 'especi', 'around', 'location2']",1
"['exampl', 'could', 'choos', 'live', 'near', 'location1', 'uncompromis', 'nice', 'hous', 'would', 'cost', 'upward', 'million']",0
"['location1', 'ten', 'minuet', 'drive', 'location2']",1
"['go', 'somewher', 'close', 'location1', 'possibl', 'general', 'safer']",1
"['famili', 'location1', 'great', 'place', 'garden', '45', 'minut', 'tube', 'central', 'london']",1
"['live', 'location1', 'moment', 'quit', 'far', 'away']",0
"['live', 'london', 'honest', 'location1', 'best', 'area']",0
"['think', 'location2', 'location1', 'pretti', 'much', 'nogo', 'area', 'essex']",0
"['recommend', 'location1', 'area', 'low', 'crime', 'far', 'know', 'hous', 'pretti', 'reason', 'mayb', 'bit', 'expens', 'worth', 'good', 'access', 'london', 'car', 'think', 'definit', 'good', 'access', 'public', 'transport']",0
"['would', 'say', 'part', 'location1', 'total', 'safe', 'anyon', 'time']",1
"['would', 'tri', 'location1', 'location2', 'west', 'london', 'general', 'decent', 'area', 'cheapest', 'properti', 'london', 'found', 'around']",1
"['ill', 'say', 'around', 'location1', 'area', 'market', 'supermarket', 'near', 'like', 'barnard', 'area', 'caledonian', 'road']",1
"['im', 'move', 'location1', 'nicer', 'lot', 'expens']",0
"['enough', 'money', 'would', 'definit', 'live', 'location2', 'location1']",0
"['head', 'place', 'like', 'location1', 'probabl', 'exceed', 'budget']",0
"['someth', 'bad', 'happen', 'london', 'suburb', 'seven', 'time', 'location1']",0
"['yoru', 'look', 'decent', 'meal', 'realli', 'head', 'location1']",1
"['poor', 'location1', 'great']",0
"['afford', 'move', 'location1', 'location2', 'love', 'littl', 'area']",1
"['limitless', 'budget', 'somewher', 'like', 'location1', 'great', 'choic', 'upmarket', 'area']",0
"['move', 'location1', 'im', 'get', 'cheaper', 'accomod', 'train', '30', 'minut', 'central', 'london']",1
"['need', 'less', 'cost', 'place', 'look', 'area', 'around', 'location2', 'location1']",1
"['depend', 'location1', 'go', 'live', 'council', 'astat', 'would', 'live']",0
"['bad', 'location1']",1
"['ok', 'live', 'near', 'location1']",1
"['ive', 'location1', 'time', 'night', 'without', 'mishap']",1
"['south', 'location2', 'call', 'location1', 'notori', 'rough']",0
"['live', 'near', 'location1', 'would', 'cool']",1
"['move', 'somewher', 'like', 'location2location1', 'your', 'far', 'central']",1
"['friend', 'location2', 'location1', 'experienc', 'much', 'crime', 'seen', 'scari', 'thing']",0
"['nice', 'place', 'live', 'location1', 'location2', 'london']",1
"['location1', 'nice']",0
"['long', 'ago', 'woman', 'shot', 'head', 'phone', 'location1']",0
"['toward', 'location1', 'place', 'get', 'afford', 'area', 'quit', 'green', 'nice', 'despit', 'peopl', 'say']",0
"['e8', 'location1', 'thing', 'fine']",1
"['place', 'like', 'location1', 'location2', 'good', 'live', 'look', 'quiet', 'area', 'warn', 'arent', 'central']",0
